flight_number,aircraft_registration,origin_iata,destination_iata,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,status,airline_code,flight_id
AS 7316,Unknown,HND,LAX,2026-05-31 08:25Z,2026-05-31 08:25Z,2026-05-31 18:25Z,Not Available,Expected,AS,AS7316_2026-05-31 08:25Z
MH 9172,Unknown,HND,LAX,2026-05-31 08:25Z,2026-05-31 08:25Z,2026-05-31 18:25Z,Not Available,Expected,MH,MH9172_2026-05-31 08:25Z
AA 8423,Unknown,HND,LAX,2026-05-31 08:25Z,2026-05-31 08:25Z,2026-05-31 18:25Z,Not Available,Expected,AA,AA8423_2026-05-31 08:25Z
LA 7488,Unknown,HND,LAX,2026-05-31 08:25Z,2026-05-31 08:25Z,2026-05-31 18:25Z,Not Available,Expected,LA,LA7488_2026-05-31 08:25Z
JL 16,Unknown,HND,LAX,2026-05-31 08:25Z,2026-05-31 08:25Z,2026-05-31 18:25Z,Not Available,Expected,JL,JL16_2026-05-31 08:25Z
JL 557,Unknown,HND,AKJ,2026-05-31 08:25Z,2026-05-31 08:25Z,2026-05-31 10:15Z,Not Available,CheckIn,JL,JL557_2026-05-31 08:25Z
BC 23,Unknown,HND,FUK,2026-05-31 08:25Z,2026-05-31 08:25Z,2026-05-31 10:25Z,2026-05-31 10:25Z,CheckIn,BC,BC23_2026-05-31 08:25Z
JL 239,Unknown,HND,OKJ,2026-05-31 08:30Z,2026-05-31 08:30Z,2026-05-31 09:45Z,Not Available,CheckIn,JL,JL239_2026-05-31 08:30Z
NH 595,Unknown,HND,MYJ,2026-05-31 08:30Z,2026-05-31 08:30Z,2026-05-31 10:00Z,Not Available,CheckIn,NH,NH595_2026-05-31 08:30Z
AA 168,Unknown,HND,JFK,2026-05-31 08:45Z,2026-05-31 08:30Z,2026-05-31 21:55Z,Not Available,Expected,AA,AA168_2026-05-31 08:45Z
JL 7010,Unknown,HND,JFK,2026-05-31 08:45Z,2026-05-31 08:30Z,2026-05-31 21:55Z,Not Available,Expected,JL,JL7010_2026-05-31 08:45Z
JL 179,Unknown,HND,GAJ,2026-05-31 08:30Z,2026-05-31 08:30Z,2026-05-31 09:35Z,Not Available,CheckIn,JL,JL179_2026-05-31 08:30Z
JL 525,Unknown,HND,CTS,2026-05-31 08:35Z,2026-05-31 08:35Z,2026-05-31 10:15Z,2026-05-31 10:15Z,CheckIn,JL,JL525_2026-05-31 08:35Z
MU 790,B-8567,HND,PKX,2026-05-31 08:35Z,2026-05-31 08:35Z,2026-05-31 12:40Z,Not Available,CheckIn,MU,MU790_2026-05-31 08:35Z
JL 5679,B-8567,HND,PKX,2026-05-31 08:35Z,2026-05-31 08:35Z,2026-05-31 12:40Z,Not Available,CheckIn,JL,JL5679_2026-05-31 08:35Z
JL 579,Unknown,HND,OBO,2026-05-31 08:35Z,2026-05-31 08:35Z,2026-05-31 10:15Z,2026-05-31 10:15Z,CheckIn,JL,JL579_2026-05-31 08:35Z
JL 131,Unknown,HND,ITM,2026-05-31 08:35Z,2026-05-31 08:35Z,2026-05-31 09:40Z,2026-05-31 09:40Z,CheckIn,JL,JL131_2026-05-31 08:35Z
NH 613,Unknown,HND,KMI,2026-05-31 08:35Z,2026-05-31 08:35Z,2026-05-31 10:20Z,Not Available,CheckIn,NH,NH613_2026-05-31 08:35Z
JL 637,Unknown,HND,KMJ,2026-05-31 08:35Z,2026-05-31 08:35Z,2026-05-31 10:25Z,Not Available,CheckIn,JL,JL637_2026-05-31 08:35Z
NH 537,Unknown,HND,TAK,2026-05-31 08:40Z,2026-05-31 08:40Z,2026-05-31 09:55Z,Not Available,CheckIn,NH,NH537_2026-05-31 08:40Z
NH 647,Unknown,HND,KMJ,2026-05-31 08:40Z,2026-05-31 08:40Z,2026-05-31 10:30Z,Not Available,CheckIn,NH,NH647_2026-05-31 08:40Z
UA 7973,Unknown,HND,SGN,2026-05-31 08:45Z,2026-05-31 08:45Z,2026-05-31 14:55Z,Not Available,Expected,UA,UA7973_2026-05-31 08:45Z
NH 891,Unknown,HND,SGN,2026-05-31 08:45Z,2026-05-31 08:45Z,2026-05-31 14:55Z,Not Available,Expected,NH,NH891_2026-05-31 08:45Z
VN 3495,Unknown,HND,SGN,2026-05-31 08:45Z,2026-05-31 08:45Z,2026-05-31 14:55Z,Not Available,Expected,VN,VN3495_2026-05-31 08:45Z
JL 613,Unknown,HND,NGS,2026-05-31 08:45Z,2026-05-31 08:45Z,2026-05-31 10:50Z,Not Available,CheckIn,JL,JL613_2026-05-31 08:45Z
HD 31,Unknown,HND,CTS,2026-05-31 08:50Z,2026-05-31 08:50Z,2026-05-31 10:20Z,2026-05-31 10:20Z,CheckIn,HD,HD31_2026-05-31 08:50Z
NH 4731,Unknown,HND,CTS,2026-05-31 08:50Z,2026-05-31 08:50Z,2026-05-31 10:20Z,2026-05-31 10:20Z,CheckIn,NH,NH4731_2026-05-31 08:50Z
NH 6820,Unknown,HND,YYZ,2026-05-31 09:05Z,2026-05-31 08:55Z,2026-05-31 21:30Z,2026-05-31 21:30Z,Expected,NH,NH6820_2026-05-31 09:05Z
AC 2,Unknown,HND,YYZ,2026-05-31 09:05Z,2026-05-31 08:55Z,2026-05-31 21:30Z,2026-05-31 21:30Z,Expected,AC,AC2_2026-05-31 09:05Z
JL 329,Unknown,HND,FUK,2026-05-31 08:55Z,2026-05-31 08:55Z,2026-05-31 10:55Z,2026-05-31 10:55Z,CheckIn,JL,JL329_2026-05-31 08:55Z
JL 653,Unknown,HND,KOJ,2026-05-31 08:55Z,2026-05-31 08:55Z,2026-05-31 10:45Z,Not Available,CheckIn,JL,JL653_2026-05-31 08:55Z
NH 657,Unknown,HND,OKJ,2026-05-31 08:55Z,2026-05-31 08:55Z,2026-05-31 10:10Z,Not Available,CheckIn,NH,NH657_2026-05-31 08:55Z
BC 113,Unknown,HND,UKB,2026-05-31 08:55Z,2026-05-31 08:55Z,2026-05-31 10:10Z,2026-05-31 10:10Z,CheckIn,BC,BC113_2026-05-31 08:55Z
NH 75,Unknown,HND,CTS,2026-05-31 09:00Z,2026-05-31 09:00Z,2026-05-31 10:35Z,2026-05-31 10:35Z,CheckIn,NH,NH75_2026-05-31 09:00Z
NH 267,Unknown,HND,FUK,2026-05-31 09:00Z,2026-05-31 09:00Z,2026-05-31 10:55Z,Not Available,CheckIn,NH,NH267_2026-05-31 09:00Z
JL 133,Unknown,HND,ITM,2026-05-31 09:00Z,2026-05-31 09:00Z,2026-05-31 10:10Z,2026-05-31 10:10Z,CheckIn,JL,JL133_2026-05-31 09:00Z
NH 407,Unknown,HND,AXT,2026-05-31 09:00Z,2026-05-31 09:00Z,2026-05-31 10:10Z,Not Available,CheckIn,NH,NH407_2026-05-31 09:00Z
NH 37,Unknown,HND,ITM,2026-05-31 09:00Z,2026-05-31 09:00Z,2026-05-31 10:10Z,2026-05-31 10:10Z,CheckIn,NH,NH37_2026-05-31 09:00Z
NH 387,Unknown,HND,YGJ,2026-05-31 09:00Z,2026-05-31 09:00Z,2026-05-31 10:20Z,Not Available,CheckIn,NH,NH387_2026-05-31 09:00Z
NH 2419,Unknown,HND,KMJ,2026-05-31 09:05Z,2026-05-31 09:05Z,2026-05-31 10:55Z,Not Available,CheckIn,NH,NH2419_2026-05-31 09:05Z
6J 19,Unknown,HND,KMJ,2026-05-31 09:05Z,2026-05-31 09:05Z,2026-05-31 10:55Z,Not Available,CheckIn,6J,6J19_2026-05-31 09:05Z
NH 7542,Unknown,HND,LAX,2026-05-31 09:10Z,2026-05-31 09:10Z,2026-05-31 19:30Z,Not Available,CheckIn,NH,NH7542_2026-05-31 09:10Z
UA 38,Unknown,HND,LAX,2026-05-31 09:10Z,2026-05-31 09:10Z,2026-05-31 19:30Z,Not Available,CheckIn,UA,UA38_2026-05-31 09:10Z
NH 2479,Unknown,HND,KOJ,2026-05-31 09:10Z,2026-05-31 09:10Z,2026-05-31 11:05Z,Not Available,CheckIn,NH,NH2479_2026-05-31 09:10Z
6J 79,Unknown,HND,KOJ,2026-05-31 09:10Z,2026-05-31 09:10Z,2026-05-31 11:05Z,Not Available,CheckIn,6J,6J79_2026-05-31 09:10Z
NH 683,Unknown,HND,HIJ,2026-05-31 09:10Z,2026-05-31 09:10Z,2026-05-31 10:40Z,Not Available,CheckIn,NH,NH683_2026-05-31 09:10Z
JL 287,Unknown,HND,IZO,2026-05-31 09:15Z,2026-05-31 09:15Z,2026-05-31 10:45Z,Not Available,CheckIn,JL,JL287_2026-05-31 09:15Z
BC 727,Unknown,HND,CTS,2026-05-31 09:20Z,2026-05-31 09:20Z,2026-05-31 11:00Z,2026-05-31 11:00Z,CheckIn,BC,BC727_2026-05-31 09:20Z
JL 265,Unknown,HND,HIJ,2026-05-31 09:20Z,2026-05-31 09:20Z,2026-05-31 10:50Z,Not Available,CheckIn,JL,JL265_2026-05-31 09:20Z
JL 463,Unknown,HND,TKS,2026-05-31 09:20Z,2026-05-31 09:20Z,2026-05-31 10:35Z,Not Available,CheckIn,JL,JL463_2026-05-31 09:20Z
VN 3022,Unknown,HND,DTW,2026-05-31 09:25Z,2026-05-31 09:25Z,2026-05-31 21:30Z,Not Available,Expected,VN,VN3022_2026-05-31 09:25Z
DL 274,Unknown,HND,DTW,2026-05-31 09:25Z,2026-05-31 09:25Z,2026-05-31 21:30Z,Not Available,Expected,DL,DL274_2026-05-31 09:25Z
NH 559,Unknown,HND,HKD,2026-05-31 09:25Z,2026-05-31 09:25Z,2026-05-31 10:50Z,Not Available,CheckIn,NH,NH559_2026-05-31 09:25Z
BC 523,Unknown,HND,OKA,2026-05-31 09:25Z,2026-05-31 09:25Z,2026-05-31 12:05Z,2026-05-31 12:05Z,CheckIn,BC,BC523_2026-05-31 09:25Z
JL 377,Unknown,HND,KKJ,2026-05-31 09:25Z,2026-05-31 09:25Z,2026-05-31 11:05Z,Not Available,CheckIn,JL,JL377_2026-05-31 09:25Z
NH 95,Unknown,HND,KIX,2026-05-31 09:25Z,2026-05-31 09:25Z,2026-05-31 10:50Z,2026-05-31 10:50Z,CheckIn,NH,NH95_2026-05-31 09:25Z
JL 99,Unknown,HND,TSA,2026-05-31 09:25Z,2026-05-31 09:25Z,2026-05-31 12:50Z,Not Available,CheckIn,JL,JL99_2026-05-31 09:25Z
CI 9223,Unknown,HND,TSA,2026-05-31 09:25Z,2026-05-31 09:25Z,2026-05-31 12:50Z,Not Available,CheckIn,CI,CI9223_2026-05-31 09:25Z
JL 191,Unknown,HND,KMQ,2026-05-31 09:30Z,2026-05-31 09:30Z,2026-05-31 10:40Z,Not Available,CheckIn,JL,JL191_2026-05-31 09:30Z
CA 6698,Unknown,HND,PVG,2026-05-31 09:35Z,2026-05-31 09:35Z,2026-05-31 12:40Z,2026-05-31 12:40Z,Expected,CA,CA6698_2026-05-31 09:35Z
HO 3138,Unknown,HND,PVG,2026-05-31 09:35Z,2026-05-31 09:35Z,2026-05-31 12:40Z,2026-05-31 12:40Z,Expected,HO,HO3138_2026-05-31 09:35Z
NH 971,Unknown,HND,PVG,2026-05-31 09:35Z,2026-05-31 09:35Z,2026-05-31 12:40Z,2026-05-31 12:40Z,Expected,NH,NH971_2026-05-31 09:35Z
BC 25,Unknown,HND,FUK,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:35Z,2026-05-31 11:35Z,CheckIn,BC,BC25_2026-05-31 09:40Z
6J 37,Unknown,HND,NGS,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:35Z,Not Available,CheckIn,6J,6J37_2026-05-31 09:40Z
NH 2437,Unknown,HND,NGS,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:35Z,Not Available,CheckIn,NH,NH2437_2026-05-31 09:40Z
JL 527,Unknown,HND,CTS,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:15Z,2026-05-31 11:15Z,CheckIn,JL,JL527_2026-05-31 09:40Z
JL 485,Unknown,HND,TAK,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:00Z,Not Available,CheckIn,JL,JL485_2026-05-31 09:40Z
JL 137,Unknown,HND,ITM,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 10:50Z,2026-05-31 10:50Z,CheckIn,JL,JL137_2026-05-31 09:40Z
JL 331,Unknown,HND,FUK,2026-05-31 09:45Z,2026-05-31 09:45Z,2026-05-31 11:40Z,2026-05-31 11:40Z,CheckIn,JL,JL331_2026-05-31 09:45Z
NH 4735,Unknown,HND,CTS,2026-05-31 09:50Z,2026-05-31 09:50Z,2026-05-31 11:20Z,2026-05-31 11:20Z,CheckIn,NH,NH4735_2026-05-31 09:50Z
HD 35,Unknown,HND,CTS,2026-05-31 09:50Z,2026-05-31 09:50Z,2026-05-31 11:20Z,2026-05-31 11:20Z,CheckIn,HD,HD35_2026-05-31 09:50Z
BC 309,Unknown,HND,KOJ,2026-05-31 09:50Z,2026-05-31 09:50Z,2026-05-31 11:40Z,Not Available,CheckIn,BC,BC309_2026-05-31 09:50Z
NH 649,Unknown,HND,KMJ,2026-05-31 09:50Z,2026-05-31 09:50Z,2026-05-31 11:40Z,Not Available,CheckIn,NH,NH649_2026-05-31 09:50Z
JL 149,Unknown,HND,AOJ,2026-05-31 09:50Z,2026-05-31 09:50Z,2026-05-31 11:05Z,Not Available,CheckIn,JL,JL149_2026-05-31 09:50Z
JL 499,Unknown,HND,KCZ,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 11:20Z,Not Available,CheckIn,JL,JL499_2026-05-31 09:55Z
JL 697,Unknown,HND,KMI,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 11:40Z,Not Available,CheckIn,JL,JL697_2026-05-31 09:55Z
KE 5712,Unknown,HND,GMP,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 12:15Z,2026-05-31 12:15Z,Expected,KE,KE5712_2026-05-31 09:55Z
JL 95,Unknown,HND,GMP,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 12:15Z,2026-05-31 12:15Z,Expected,JL,JL95_2026-05-31 09:55Z
NH 699,Unknown,HND,UBJ,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 11:35Z,Not Available,CheckIn,NH,NH699_2026-05-31 09:55Z
NH 77,Unknown,HND,CTS,2026-05-31 10:00Z,2026-05-31 10:00Z,2026-05-31 11:30Z,2026-05-31 11:30Z,CheckIn,NH,NH77_2026-05-31 10:00Z
NH 39,Unknown,HND,ITM,2026-05-31 10:00Z,2026-05-31 10:00Z,2026-05-31 11:15Z,2026-05-31 11:15Z,CheckIn,NH,NH39_2026-05-31 10:00Z
NH 269,Unknown,HND,FUK,2026-05-31 10:00Z,2026-05-31 10:00Z,2026-05-31 11:50Z,2026-05-31 11:50Z,CheckIn,NH,NH269_2026-05-31 10:00Z
JL 297,Unknown,HND,UBJ,2026-05-31 10:00Z,2026-05-31 10:00Z,2026-05-31 11:45Z,Not Available,CheckIn,JL,JL297_2026-05-31 10:00Z
JL 639,Unknown,HND,KMJ,2026-05-31 10:05Z,2026-05-31 10:05Z,2026-05-31 11:55Z,Not Available,CheckIn,JL,JL639_2026-05-31 10:05Z
NH 617,Unknown,HND,KMI,2026-05-31 10:05Z,2026-05-31 10:05Z,2026-05-31 11:50Z,Not Available,CheckIn,NH,NH617_2026-05-31 10:05Z
JL 167,Unknown,HND,AXT,2026-05-31 10:10Z,2026-05-31 10:10Z,2026-05-31 11:15Z,Not Available,CheckIn,JL,JL167_2026-05-31 10:10Z
NH 629,Unknown,HND,KOJ,2026-05-31 10:10Z,2026-05-31 10:10Z,2026-05-31 11:55Z,Not Available,CheckIn,NH,NH629_2026-05-31 10:10Z
JL 139,Unknown,HND,ITM,2026-05-31 10:10Z,2026-05-31 10:10Z,2026-05-31 11:30Z,2026-05-31 11:30Z,CheckIn,JL,JL139_2026-05-31 10:10Z
NH 569,Unknown,HND,KCZ,2026-05-31 10:10Z,2026-05-31 10:10Z,2026-05-31 11:30Z,Not Available,CheckIn,NH,NH569_2026-05-31 10:10Z
6J 25,Unknown,HND,OKA,2026-05-31 10:10Z,2026-05-31 10:10Z,2026-05-31 12:55Z,2026-05-31 12:55Z,Canceled,6J,6J25_2026-05-31 10:10Z
NH 2425,Unknown,HND,OKA,2026-05-31 10:10Z,2026-05-31 10:10Z,2026-05-31 12:55Z,2026-05-31 12:55Z,Canceled,NH,NH2425_2026-05-31 10:10Z
6J 65,Unknown,HND,KMI,2026-05-31 10:15Z,2026-05-31 10:15Z,2026-05-31 12:00Z,Not Available,CheckIn,6J,6J65_2026-05-31 10:15Z
NH 2465,Unknown,HND,KMI,2026-05-31 10:15Z,2026-05-31 10:15Z,2026-05-31 12:00Z,Not Available,CheckIn,NH,NH2465_2026-05-31 10:15Z
NH 799,Unknown,HND,OIT,2026-05-31 10:15Z,2026-05-31 10:15Z,2026-05-31 11:55Z,Not Available,CheckIn,NH,NH799_2026-05-31 10:15Z
JL 333,Unknown,HND,FUK,2026-05-31 10:15Z,2026-05-31 10:15Z,2026-05-31 12:10Z,2026-05-31 12:10Z,CheckIn,JL,JL333_2026-05-31 10:15Z
NH 41,Unknown,HND,ITM,2026-05-31 10:15Z,2026-05-31 10:15Z,2026-05-31 11:35Z,2026-05-31 11:35Z,CheckIn,NH,NH41_2026-05-31 10:15Z
CA 168,Unknown,HND,PEK,2026-05-31 10:15Z,2026-05-31 10:15Z,2026-05-31 14:15Z,2026-05-31 14:15Z,Expected,CA,CA168_2026-05-31 10:15Z
NH 299,Unknown,HND,TTJ,2026-05-31 10:20Z,2026-05-31 10:20Z,2026-05-31 11:35Z,Not Available,CheckIn,NH,NH299_2026-05-31 10:20Z
NH 669,Unknown,HND,NGS,2026-05-31 10:20Z,2026-05-31 10:20Z,2026-05-31 12:15Z,Not Available,CheckIn,NH,NH669_2026-05-31 10:20Z
NH 271,Unknown,HND,FUK,2026-05-31 10:20Z,2026-05-31 10:20Z,2026-05-31 12:15Z,2026-05-31 12:15Z,CheckIn,NH,NH271_2026-05-31 10:20Z
NH 321,Unknown,HND,TOY,2026-05-31 10:25Z,2026-05-31 10:25Z,2026-05-31 11:25Z,Not Available,CheckIn,NH,NH321_2026-05-31 10:25Z
JL 655,Unknown,HND,KOJ,2026-05-31 10:25Z,2026-05-31 10:25Z,2026-05-31 12:15Z,Not Available,CheckIn,JL,JL655_2026-05-31 10:25Z
JL 4,Unknown,HND,JFK,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 23:30Z,Not Available,CheckIn,JL,JL4_2026-05-31 10:30Z
MH 9104,Unknown,HND,JFK,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 23:30Z,Not Available,CheckIn,MH,MH9104_2026-05-31 10:30Z
LA 7466,Unknown,HND,JFK,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 23:30Z,Not Available,CheckIn,LA,LA7466_2026-05-31 10:30Z
AA 8496,Unknown,HND,JFK,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 23:30Z,Not Available,CheckIn,AA,AA8496_2026-05-31 10:30Z
AS 6926,Unknown,HND,LAX,2026-05-31 10:45Z,2026-05-31 10:30Z,2026-05-31 20:50Z,Not Available,Expected,AS,AS6926_2026-05-31 10:45Z
JL 7018,Unknown,HND,LAX,2026-05-31 10:45Z,2026-05-31 10:30Z,2026-05-31 20:50Z,Not Available,Expected,JL,JL7018_2026-05-31 10:45Z
AA 26,Unknown,HND,LAX,2026-05-31 10:45Z,2026-05-31 10:30Z,2026-05-31 20:50Z,Not Available,Expected,AA,AA26_2026-05-31 10:45Z
JL 615,Unknown,HND,NGS,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 12:25Z,Not Available,CheckIn,JL,JL615_2026-05-31 10:30Z
JL 335,Unknown,HND,FUK,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 12:30Z,2026-05-31 12:30Z,CheckIn,JL,JL335_2026-05-31 10:30Z
NH 457,Unknown,HND,HSG,2026-05-31 10:35Z,2026-05-31 10:35Z,2026-05-31 12:30Z,Not Available,CheckIn,NH,NH457_2026-05-31 10:35Z
NH 273,Unknown,HND,FUK,2026-05-31 10:35Z,2026-05-31 10:35Z,2026-05-31 12:30Z,2026-05-31 12:30Z,CheckIn,NH,NH273_2026-05-31 10:35Z
NH 685,Unknown,HND,HIJ,2026-05-31 10:40Z,2026-05-31 10:40Z,2026-05-31 12:05Z,Not Available,CheckIn,NH,NH685_2026-05-31 10:40Z
LA 7467,Unknown,HND,SYD,2026-05-31 10:40Z,2026-05-31 10:40Z,2026-05-31 20:20Z,2026-05-31 20:20Z,Expected,LA,LA7467_2026-05-31 10:40Z
JL 51,Unknown,HND,SYD,2026-05-31 10:40Z,2026-05-31 10:40Z,2026-05-31 20:20Z,2026-05-31 20:20Z,Expected,JL,JL51_2026-05-31 10:40Z
JL 241,Unknown,HND,OKJ,2026-05-31 10:40Z,2026-05-31 10:40Z,2026-05-31 12:00Z,Not Available,CheckIn,JL,JL241_2026-05-31 10:40Z
NH 85,Unknown,HND,NGO,2026-05-31 10:40Z,2026-05-31 10:40Z,2026-05-31 11:40Z,Not Available,CheckIn,NH,NH85_2026-05-31 10:40Z
NH 599,Unknown,HND,MYJ,2026-05-31 10:40Z,2026-05-31 10:40Z,2026-05-31 12:10Z,Not Available,CheckIn,NH,NH599_2026-05-31 10:40Z
JL 443,Unknown,HND,MYJ,2026-05-31 10:45Z,2026-05-31 10:45Z,2026-05-31 12:15Z,Not Available,CheckIn,JL,JL443_2026-05-31 10:45Z
JL 465,Unknown,HND,TKS,2026-05-31 10:45Z,2026-05-31 10:45Z,2026-05-31 12:00Z,Not Available,CheckIn,JL,JL465_2026-05-31 10:45Z
NH 7544,Unknown,HND,EWR,2026-05-31 08:45Z,2026-05-31 10:45Z,2026-05-31 22:05Z,Not Available,CheckIn,NH,NH7544_2026-05-31 08:45Z
UA 130,Unknown,HND,EWR,2026-05-31 08:45Z,2026-05-31 10:45Z,2026-05-31 22:05Z,Not Available,CheckIn,UA,UA130_2026-05-31 08:45Z
JL 151,Unknown,HND,AOJ,2026-05-31 10:50Z,2026-05-31 10:50Z,2026-05-31 12:05Z,Not Available,CheckIn,JL,JL151_2026-05-31 10:50Z
JL 529,Unknown,HND,CTS,2026-05-31 10:55Z,2026-05-31 10:55Z,2026-05-31 12:30Z,2026-05-31 12:30Z,CheckIn,JL,JL529_2026-05-31 10:55Z
KE 2104,Unknown,HND,GMP,2026-05-31 10:55Z,2026-05-31 10:55Z,2026-05-31 13:15Z,2026-05-31 13:15Z,Expected,KE,KE2104_2026-05-31 10:55Z
JL 5237,Unknown,HND,GMP,2026-05-31 10:55Z,2026-05-31 10:55Z,2026-05-31 13:15Z,2026-05-31 13:15Z,Expected,JL,JL5237_2026-05-31 10:55Z
JL 267,Unknown,HND,HIJ,2026-05-31 10:55Z,2026-05-31 10:55Z,2026-05-31 12:20Z,Not Available,CheckIn,JL,JL267_2026-05-31 10:55Z
JL 209,Unknown,HND,NGO,2026-05-31 10:55Z,2026-05-31 10:55Z,2026-05-31 12:00Z,Not Available,CheckIn,JL,JL209_2026-05-31 10:55Z
NH 659,Unknown,HND,OKJ,2026-05-31 11:00Z,2026-05-31 11:00Z,2026-05-31 12:15Z,Not Available,CheckIn,NH,NH659_2026-05-31 11:00Z
MU 540,Unknown,HND,PVG,2026-05-31 11:00Z,2026-05-31 11:00Z,2026-05-31 14:05Z,2026-05-31 14:05Z,Expected,MU,MU540_2026-05-31 11:00Z
JL 5604,Unknown,HND,PVG,2026-05-31 11:00Z,2026-05-31 11:00Z,2026-05-31 14:05Z,2026-05-31 14:05Z,Expected,JL,JL5604_2026-05-31 11:00Z
NH 79,Unknown,HND,CTS,2026-05-31 11:00Z,2026-05-31 11:00Z,2026-05-31 12:35Z,2026-05-31 12:35Z,CheckIn,NH,NH79_2026-05-31 11:00Z
BC 27,Unknown,HND,FUK,2026-05-31 11:00Z,2026-05-31 11:00Z,2026-05-31 12:55Z,2026-05-31 12:55Z,CheckIn,BC,BC27_2026-05-31 11:00Z
NH 389,Unknown,HND,YGJ,2026-05-31 11:00Z,2026-05-31 11:00Z,2026-05-31 12:20Z,Not Available,CheckIn,NH,NH389_2026-05-31 11:00Z
NH 539,Unknown,HND,TAK,2026-05-31 11:00Z,2026-05-31 11:00Z,2026-05-31 12:20Z,Not Available,CheckIn,NH,NH539_2026-05-31 11:00Z
NH 867,Unknown,HND,GMP,2026-05-31 11:05Z,2026-05-31 11:05Z,2026-05-31 13:20Z,2026-05-31 13:20Z,Expected,NH,NH867_2026-05-31 11:05Z
OZ 9127,Unknown,HND,GMP,2026-05-31 11:05Z,2026-05-31 11:05Z,2026-05-31 13:20Z,2026-05-31 13:20Z,Expected,OZ,OZ9127_2026-05-31 11:05Z
BC 117,Unknown,HND,UKB,2026-05-31 11:05Z,2026-05-31 11:05Z,2026-05-31 12:20Z,2026-05-31 12:20Z,CheckIn,BC,BC117_2026-05-31 11:05Z
OZ 1035,Unknown,HND,GMP,2026-05-31 11:05Z,2026-05-31 11:05Z,2026-05-31 13:25Z,2026-05-31 13:25Z,Expected,OZ,OZ1035_2026-05-31 11:05Z
NH 6969,Unknown,HND,GMP,2026-05-31 11:05Z,2026-05-31 11:05Z,2026-05-31 13:25Z,2026-05-31 13:25Z,Expected,NH,NH6969_2026-05-31 11:05Z
JL 925,Unknown,HND,OKA,2026-05-31 11:05Z,2026-05-31 11:05Z,2026-05-31 13:45Z,2026-05-31 13:45Z,CheckIn,JL,JL925_2026-05-31 11:05Z
NH 4737,Unknown,HND,CTS,2026-05-31 11:15Z,2026-05-31 11:15Z,2026-05-31 12:50Z,2026-05-31 12:50Z,CheckIn,NH,NH4737_2026-05-31 11:15Z
HD 37,Unknown,HND,CTS,2026-05-31 11:15Z,2026-05-31 11:15Z,2026-05-31 12:50Z,2026-05-31 12:50Z,CheckIn,HD,HD37_2026-05-31 11:15Z
JL 671,Unknown,HND,OIT,2026-05-31 11:15Z,2026-05-31 11:15Z,2026-05-31 12:50Z,Not Available,CheckIn,JL,JL671_2026-05-31 11:15Z
JL 487,Unknown,HND,TAK,2026-05-31 11:15Z,2026-05-31 11:15Z,2026-05-31 12:35Z,Not Available,CheckIn,JL,JL487_2026-05-31 11:15Z
AS 864,Unknown,HND,HNL,2026-05-31 11:15Z,2026-05-31 11:15Z,2026-05-31 18:50Z,Not Available,Expected,AS,AS864_2026-05-31 11:15Z
JL 4602,Unknown,HND,HNL,2026-05-31 11:15Z,2026-05-31 11:15Z,2026-05-31 18:50Z,Not Available,Expected,JL,JL4602_2026-05-31 11:15Z
HA 864,Unknown,HND,HNL,2026-05-31 11:15Z,2026-05-31 11:15Z,2026-05-31 18:50Z,Not Available,Expected,HA,HA864_2026-05-31 11:15Z
NH 479,Unknown,HND,OKA,2026-05-31 11:15Z,2026-05-31 11:15Z,2026-05-31 13:50Z,2026-05-31 13:50Z,Expected,NH,NH479_2026-05-31 11:15Z
NH 399,Unknown,HND,SYO,2026-05-31 11:15Z,2026-05-31 11:15Z,2026-05-31 12:15Z,Not Available,CheckIn,NH,NH399_2026-05-31 11:15Z
NH 409,Unknown,HND,AXT,2026-05-31 11:25Z,2026-05-31 11:25Z,2026-05-31 12:30Z,Not Available,CheckIn,NH,NH409_2026-05-31 11:25Z
NH 81,Unknown,HND,CTS,2026-05-31 11:30Z,2026-05-31 11:30Z,2026-05-31 13:05Z,2026-05-31 13:05Z,CheckIn,NH,NH81_2026-05-31 11:30Z
NH 415,Unknown,HND,UKB,2026-05-31 11:30Z,2026-05-31 11:30Z,2026-05-31 12:45Z,2026-05-31 12:45Z,CheckIn,NH,NH415_2026-05-31 11:30Z
